Ligand,Binding Affinity,rmsd/ub, rmsd/lb
merged_structure_ZINC000151425730_uff_E=509.13,-6.0,13.62,10.746
merged_structure_ZINC000151425745_uff_E=450.60,-6.6,0.0,0.0
merged_structure_ZINC000151425745_uff_E=450.60,-6.1,7.976,5.083
merged_structure_ZINC000151425745_uff_E=450.60,-6.1,13.349,11.893
merged_structure_ZINC000151425745_uff_E=450.60,-5.9,8.02,4.57
merged_structure_ZINC000151425745_uff_E=450.60,-5.9,8.645,4.568
merged_structure_ZINC000151425745_uff_E=450.60,-5.9,9.797,6.293
merged_structure_ZINC000151425745_uff_E=450.60,-5.7,13.235,11.659
merged_structure_ZINC000151425745_uff_E=450.60,-5.5,5.947,3.845
merged_structure_ZINC000151425745_uff_E=450.60,-5.5,14.329,12.496
merged_structure_ZINC001356604509_uff_E=1183.87,-5.0,0.0,0.0
merged_structure_ZINC001356604509_uff_E=1183.87,-4.9,2.197,1.638
merged_structure_ZINC001356604509_uff_E=1183.87,-4.8,6.407,2.773
merged_structure_ZINC001356604509_uff_E=1183.87,-4.8,2.91,1.703
merged_structure_ZINC001356604509_uff_E=1183.87,-4.8,3.12,2.169
merged_structure_ZINC001356604509_uff_E=1183.87,-4.8,3.735,2.677
merged_structure_ZINC001356604509_uff_E=1183.87,-4.7,2.123,1.613
merged_structure_ZINC001356604509_uff_E=1183.87,-4.7,3.303,2.071
merged_structure_ZINC001356604509_uff_E=1183.87,-4.7,4.864,2.771
merged_structure_ZINC000151425755_uff_E=604.95,-7.1,0.0,0.0
merged_structure_ZINC000151425755_uff_E=604.95,-6.9,1.991,1.325
merged_structure_ZINC000151425755_uff_E=604.95,-6.8,4.158,3.554
merged_structure_ZINC000151425755_uff_E=604.95,-6.8,3.196,2.604
merged_structure_ZINC000151425755_uff_E=604.95,-6.8,2.04,1.635
merged_structure_ZINC000151425755_uff_E=604.95,-6.5,13.344,12.132
merged_structure_ZINC000151425755_uff_E=604.95,-6.4,2.488,1.916
merged_structure_ZINC000151425755_uff_E=604.95,-6.4,10.121,6.576
merged_structure_ZINC000151425755_uff_E=604.95,-6.4,13.5,11.358
merged_structure_ZINC000151425759_uff_E=594.76,-5.3,0.0,0.0
merged_structure_ZINC000151425759_uff_E=594.76,-5.1,5.752,3.36
merged_structure_ZINC000151425759_uff_E=594.76,-5.0,15.169,13.195
merged_structure_ZINC000151425759_uff_E=594.76,-5.0,4.895,2.31
merged_structure_ZINC000151425759_uff_E=594.76,-5.0,6.374,3.573
merged_structure_ZINC000151425759_uff_E=594.76,-5.0,6.754,4.293
merged_structure_ZINC000151425759_uff_E=594.76,-4.9,4.953,2.309
merged_structure_ZINC000151425759_uff_E=594.76,-4.9,4.997,2.439
merged_structure_ZINC000151425759_uff_E=594.76,-4.8,5.936,3.266
merged_structure_ZINC000151425773_uff_E=402.47,-6.2,0.0,0.0
merged_structure_ZINC000151425773_uff_E=402.47,-5.8,13.602,11.814
merged_structure_ZINC000151425773_uff_E=402.47,-5.8,4.746,3.34
merged_structure_ZINC000151425773_uff_E=402.47,-5.8,8.239,3.686
merged_structure_ZINC000151425773_uff_E=402.47,-5.8,7.816,3.837
merged_structure_ZINC000151425773_uff_E=402.47,-5.8,2.18,1.669
merged_structure_ZINC000151425773_uff_E=402.47,-5.7,2.025,1.717
merged_structure_ZINC000151425773_uff_E=402.47,-5.6,3.695,2.58
merged_structure_ZINC000151425773_uff_E=402.47,-5.5,15.831,12.579
merged_structure_ZINC000151425785_uff_E=628.00,-6.7,0.0,0.0
merged_structure_ZINC000151425785_uff_E=628.00,-6.3,4.026,2.516
merged_structure_ZINC000151425785_uff_E=628.00,-6.1,8.07,4.033
merged_structure_ZINC000151425785_uff_E=628.00,-6.1,3.111,1.964
merged_structure_ZINC000151425785_uff_E=628.00,-6.1,7.721,4.031
merged_structure_ZINC000151425785_uff_E=628.00,-5.9,8.424,3.209
merged_structure_ZINC000151425785_uff_E=628.00,-5.9,4.133,2.83
merged_structure_ZINC000151425785_uff_E=628.00,-5.8,16.631,13.849
merged_structure_ZINC000151425785_uff_E=628.00,-5.7,16.057,13.116
merged_structure_ZINC000151425794_uff_E=568.18,-6.3,0.0,0.0
merged_structure_ZINC000151425794_uff_E=568.18,-5.9,5.145,3.513
merged_structure_ZINC000151425794_uff_E=568.18,-5.8,4.692,3.304
merged_structure_ZINC000151425794_uff_E=568.18,-5.8,7.203,3.009
merged_structure_ZINC000151425794_uff_E=568.18,-5.7,3.666,2.078
merged_structure_ZINC000151425794_uff_E=568.18,-5.7,7.082,3.158
merged_structure_ZINC000151425794_uff_E=568.18,-5.7,8.703,5.115
merged_structure_ZINC000151425794_uff_E=568.18,-5.7,5.641,3.53
merged_structure_ZINC000151425794_uff_E=568.18,-5.6,4.147,3.314
merged_structure_ZINC000690831341_uff_E=262.66,-5.0,0.0,0.0
merged_structure_ZINC000690831341_uff_E=262.66,-4.9,1.598,1.478
merged_structure_ZINC000690831341_uff_E=262.66,-4.9,2.443,1.896
merged_structure_ZINC000690831341_uff_E=262.66,-4.9,15.776,14.688
merged_structure_ZINC000690831341_uff_E=262.66,-4.7,12.817,11.849
merged_structure_ZINC000690831341_uff_E=262.66,-4.7,2.552,2.009
merged_structure_ZINC000690831341_uff_E=262.66,-4.7,3.048,2.188
merged_structure_ZINC000690831341_uff_E=262.66,-4.6,6.638,3.322
merged_structure_ZINC000690831341_uff_E=262.66,-4.6,3.366,2.212
merged_structure_ZINC000151425808_uff_E=526.78,-7.4,0.0,0.0
merged_structure_ZINC000151425808_uff_E=526.78,-7.2,5.185,3.75
merged_structure_ZINC000151425808_uff_E=526.78,-7.0,8.842,3.334
merged_structure_ZINC000151425808_uff_E=526.78,-6.9,4.451,3.096
merged_structure_ZINC000151425808_uff_E=526.78,-6.9,8.406,3.83
merged_structure_ZINC000151425808_uff_E=526.78,-6.8,8.974,3.428
merged_structure_ZINC000151425808_uff_E=526.78,-6.6,8.496,5.42
merged_structure_ZINC000151425808_uff_E=526.78,-6.6,8.944,5.14
merged_structure_ZINC000151425808_uff_E=526.78,-6.4,6.503,5.183
merged_structure_ZINC001356604510_uff_E=1251.42,-6.2,0.0,0.0
merged_structure_ZINC001356604510_uff_E=1251.42,-6.1,14.029,11.853
merged_structure_ZINC001356604510_uff_E=1251.42,-6.1,3.234,1.774
merged_structure_ZINC001356604510_uff_E=1251.42,-6.1,2.316,1.62
merged_structure_ZINC001356604510_uff_E=1251.42,-6.0,13.979,11.825
merged_structure_ZINC001356604510_uff_E=1251.42,-6.0,3.479,2.164
merged_structure_ZINC001356604510_uff_E=1251.42,-6.0,12.279,10.857
merged_structure_ZINC001356604510_uff_E=1251.42,-5.9,2.844,1.885
merged_structure_ZINC001356604510_uff_E=1251.42,-5.8,14.689,12.558
merged_structure_ZINC000151425811_uff_E=440.61,-6.4,0.0,0.0
merged_structure_ZINC000151425811_uff_E=440.61,-6.3,2.117,1.819
merged_structure_ZINC000151425811_uff_E=440.61,-6.1,7.428,6.284
merged_structure_ZINC000151425811_uff_E=440.61,-6.1,7.611,5.678
merged_structure_ZINC000151425811_uff_E=440.61,-6.0,9.325,6.342
merged_structure_ZINC000151425811_uff_E=440.61,-5.8,13.394,12.237
merged_structure_ZINC000151425811_uff_E=440.61,-5.8,8.358,5.584
merged_structure_ZINC000151425811_uff_E=440.61,-5.8,6.875,4.57
merged_structure_ZINC000151425811_uff_E=440.61,-5.6,10.566,8.189
merged_structure_ZINC000151425851_uff_E=646.09,-6.6,0.0,0.0
merged_structure_ZINC000151425851_uff_E=646.09,-6.4,3.027,1.955
merged_structure_ZINC000151425851_uff_E=646.09,-6.2,8.446,2.721
merged_structure_ZINC000151425851_uff_E=646.09,-6.1,16.302,13.112
merged_structure_ZINC000151425851_uff_E=646.09,-6.0,2.773,2.151
merged_structure_ZINC000151425851_uff_E=646.09,-6.0,3.188,2.648
merged_structure_ZINC000151425851_uff_E=646.09,-5.9,8.485,3.453
merged_structure_ZINC000151425851_uff_E=646.09,-5.7,8.778,4.235
merged_structure_ZINC000151425851_uff_E=646.09,-5.6,16.143,13.342
merged_structure_ZINC000151425863_uff_E=560.25,-6.0,0.0,0.0
merged_structure_ZINC000151425863_uff_E=560.25,-6.0,6.526,3.552
merged_structure_ZINC000151425863_uff_E=560.25,-5.9,5.757,3.577
merged_structure_ZINC000151425863_uff_E=560.25,-5.6,14.071,12.353
merged_structure_ZINC000151425863_uff_E=560.25,-5.6,8.115,3.322
merged_structure_ZINC000151425863_uff_E=560.25,-5.5,8.325,3.577
merged_structure_ZINC000151425863_uff_E=560.25,-5.5,13.981,12.343
merged_structure_ZINC000151425863_uff_E=560.25,-5.5,7.603,2.678
merged_structure_ZINC000151425863_uff_E=560.25,-5.4,8.667,4.246
merged_structure_ZINC000151425867_uff_E=1611.91,-6.1,0.0,0.0
merged_structure_ZINC000151425867_uff_E=1611.91,-6.0,8.875,3.485
merged_structure_ZINC000151425867_uff_E=1611.91,-6.0,3.392,2.979
merged_structure_ZINC000151425867_uff_E=1611.91,-5.9,10.109,3.182
merged_structure_ZINC000151425867_uff_E=1611.91,-5.9,7.36,5.138
merged_structure_ZINC000151425867_uff_E=1611.91,-5.7,6.855,4.539
merged_structure_ZINC000151425867_uff_E=1611.91,-5.7,3.959,2.948
merged_structure_ZINC000151425867_uff_E=1611.91,-5.7,4.286,2.611
merged_structure_ZINC000151425867_uff_E=1611.91,-5.7,7.218,5.481
merged_structure_ZINC001356604511_uff_E=1661.96,-5.7,0.0,0.0
merged_structure_ZINC001356604511_uff_E=1661.96,-5.7,9.489,4.736
merged_structure_ZINC001356604511_uff_E=1661.96,-5.7,5.65,2.426
merged_structure_ZINC001356604511_uff_E=1661.96,-5.6,14.664,12.975
merged_structure_ZINC001356604511_uff_E=1661.96,-5.4,2.498,1.562
merged_structure_ZINC001356604511_uff_E=1661.96,-5.4,9.241,4.705
merged_structure_ZINC001356604511_uff_E=1661.96,-5.4,8.988,6.134
merged_structure_ZINC001356604511_uff_E=1661.96,-5.4,4.891,3.178
merged_structure_ZINC001356604511_uff_E=1661.96,-5.3,9.86,5.794
merged_structure_ZINC001356604512_uff_E=1661.96,-5.5,0.0,0.0
merged_structure_ZINC001356604512_uff_E=1661.96,-5.5,15.416,13.178
merged_structure_ZINC001356604512_uff_E=1661.96,-5.4,5.345,3.279
merged_structure_ZINC001356604512_uff_E=1661.96,-5.4,14.118,12.705
merged_structure_ZINC001356604512_uff_E=1661.96,-5.4,16.244,13.884
merged_structure_ZINC001356604512_uff_E=1661.96,-5.3,16.058,13.862
merged_structure_ZINC001356604512_uff_E=1661.96,-5.2,14.311,11.818
merged_structure_ZINC001356604512_uff_E=1661.96,-5.2,5.379,3.463
merged_structure_ZINC001356604512_uff_E=1661.96,-5.1,13.444,10.782
merged_structure_ZINC001356604513_uff_E=1137.68,-4.8,0.0,0.0
merged_structure_ZINC001356604513_uff_E=1137.68,-4.6,7.419,3.582
merged_structure_ZINC001356604513_uff_E=1137.68,-4.6,3.986,2.152
merged_structure_ZINC001356604513_uff_E=1137.68,-4.6,4.968,2.786
merged_structure_ZINC001356604513_uff_E=1137.68,-4.5,5.159,2.865
merged_structure_ZINC001356604513_uff_E=1137.68,-4.4,6.097,3.91
merged_structure_ZINC001356604513_uff_E=1137.68,-4.3,5.544,2.953
merged_structure_ZINC001356604513_uff_E=1137.68,-4.3,5.057,2.284
merged_structure_ZINC001356604513_uff_E=1137.68,-4.3,3.893,2.754
merged_structure_ZINC000151425944_uff_E=1743.40,-6.0,0.0,0.0
merged_structure_ZINC000151425944_uff_E=1743.40,-5.8,3.672,2.487
merged_structure_ZINC000151425944_uff_E=1743.40,-5.8,11.615,7.762
merged_structure_ZINC000151425944_uff_E=1743.40,-5.8,6.172,4.453
merged_structure_ZINC000151425944_uff_E=1743.40,-5.7,10.821,7.097
merged_structure_ZINC000151425944_uff_E=1743.40,-5.6,4.722,2.876
merged_structure_ZINC000151425944_uff_E=1743.40,-5.6,8.353,4.012
merged_structure_ZINC000151425944_uff_E=1743.40,-5.6,15.321,13.437
merged_structure_ZINC000151425944_uff_E=1743.40,-5.5,6.716,4.549
merged_structure_ZINC001356604514_uff_E=1127.66,-5.2,0.0,0.0
merged_structure_ZINC001356604514_uff_E=1127.66,-4.9,5.323,3.004
merged_structure_ZINC001356604514_uff_E=1127.66,-4.8,3.519,2.518
merged_structure_ZINC001356604514_uff_E=1127.66,-4.8,4.418,3.155
merged_structure_ZINC001356604514_uff_E=1127.66,-4.8,6.073,2.747
merged_structure_ZINC001356604514_uff_E=1127.66,-4.7,3.902,2.84
merged_structure_ZINC001356604514_uff_E=1127.66,-4.6,5.551,2.656
merged_structure_ZINC001356604514_uff_E=1127.66,-4.6,13.736,12.871
merged_structure_ZINC001356604514_uff_E=1127.66,-4.5,5.277,2.721
merged_structure_ZINC000151425962_uff_E=508.08,-6.8,0.0,0.0
merged_structure_ZINC000151425962_uff_E=508.08,-6.8,8.366,3.28
merged_structure_ZINC000151425962_uff_E=508.08,-6.7,2.974,1.758
merged_structure_ZINC000151425962_uff_E=508.08,-6.3,5.088,3.306
merged_structure_ZINC000151425962_uff_E=508.08,-6.3,8.672,3.535
merged_structure_ZINC000151425962_uff_E=508.08,-6.3,3.14,1.659
merged_structure_ZINC000151425962_uff_E=508.08,-6.3,9.041,5.199
merged_structure_ZINC000151425962_uff_E=508.08,-6.2,10.443,5.339
merged_structure_ZINC000151425962_uff_E=508.08,-6.2,6.71,4.508
merged_structure_ZINC001356604515_uff_E=1396.77,-5.2,0.0,0.0
merged_structure_ZINC001356604515_uff_E=1396.77,-5.2,7.325,2.563
merged_structure_ZINC001356604515_uff_E=1396.77,-5.1,14.271,12.163
merged_structure_ZINC001356604515_uff_E=1396.77,-5.1,8.526,3.822
merged_structure_ZINC001356604515_uff_E=1396.77,-5.0,14.566,12.598
merged_structure_ZINC001356604515_uff_E=1396.77,-5.0,3.4,2.61
merged_structure_ZINC001356604515_uff_E=1396.77,-4.9,8.658,4.62
merged_structure_ZINC001356604515_uff_E=1396.77,-4.9,8.804,4.172
merged_structure_ZINC001356604515_uff_E=1396.77,-4.9,3.063,2.264
merged_structure_ZINC000151426010_uff_E=1699.72,-6.3,0.0,0.0
merged_structure_ZINC000151426010_uff_E=1699.72,-6.0,4.874,3.536
merged_structure_ZINC000151426010_uff_E=1699.72,-6.0,8.464,4.213
merged_structure_ZINC000151426010_uff_E=1699.72,-6.0,7.416,4.503
merged_structure_ZINC000151426010_uff_E=1699.72,-6.0,7.774,3.109
merged_structure_ZINC000151426010_uff_E=1699.72,-5.9,6.24,3.685
merged_structure_ZINC000151426010_uff_E=1699.72,-5.9,4.634,3.799
merged_structure_ZINC000151426010_uff_E=1699.72,-5.8,5.484,4.16
merged_structure_ZINC000151426010_uff_E=1699.72,-5.8,6.288,4.883
merged_structure_ZINC001718919958_uff_E=317.54,-5.5,0.0,0.0
merged_structure_ZINC001718919958_uff_E=317.54,-5.4,15.202,13.181
merged_structure_ZINC001718919958_uff_E=317.54,-5.3,4.983,1.917
merged_structure_ZINC001718919958_uff_E=317.54,-5.1,6.152,2.842
merged_structure_ZINC001718919958_uff_E=317.54,-5.1,5.213,2.262
merged_structure_ZINC001718919958_uff_E=317.54,-5.0,15.679,13.54
merged_structure_ZINC001718919958_uff_E=317.54,-4.9,6.917,3.266
merged_structure_ZINC001718919958_uff_E=317.54,-4.9,6.04,3.244
merged_structure_ZINC001718919958_uff_E=317.54,-4.9,8.753,3.891
merged_structure_ZINC000151426045_uff_E=564.55,-5.8,0.0,0.0
merged_structure_ZINC000151426045_uff_E=564.55,-5.6,14.814,13.44
merged_structure_ZINC000151426045_uff_E=564.55,-5.6,14.013,11.827
merged_structure_ZINC000151426045_uff_E=564.55,-5.5,14.857,12.797
merged_structure_ZINC000151426045_uff_E=564.55,-5.5,4.092,1.703
merged_structure_ZINC000151426045_uff_E=564.55,-5.3,2.456,1.503
merged_structure_ZINC000151426045_uff_E=564.55,-5.3,4.292,2.014
merged_structure_ZINC000151426045_uff_E=564.55,-5.3,3.875,2.205
merged_structure_ZINC000151426045_uff_E=564.55,-5.2,4.41,1.557
merged_structure_ZINC000151426051_uff_E=548.78,-6.9,0.0,0.0
merged_structure_ZINC000151426051_uff_E=548.78,-6.8,4.625,3.315
merged_structure_ZINC000151426051_uff_E=548.78,-6.7,8.141,3.52
merged_structure_ZINC000151426051_uff_E=548.78,-6.7,3.769,2.675
merged_structure_ZINC000151426051_uff_E=548.78,-6.7,8.63,3.344
merged_structure_ZINC000151426051_uff_E=548.78,-6.6,2.368,1.259
merged_structure_ZINC000151426051_uff_E=548.78,-6.6,2.9,2.059
merged_structure_ZINC000151426051_uff_E=548.78,-6.5,9.131,6.184
merged_structure_ZINC000151426051_uff_E=548.78,-6.5,9.86,4.603
merged_structure_ZINC000151426058_uff_E=606.15,-6.4,0.0,0.0
merged_structure_ZINC000151426058_uff_E=606.15,-6.0,1.872,1.564
merged_structure_ZINC000151426058_uff_E=606.15,-5.9,3.724,1.939
merged_structure_ZINC000151426058_uff_E=606.15,-5.9,7.831,3.529
merged_structure_ZINC000151426058_uff_E=606.15,-5.7,8.913,5.855
merged_structure_ZINC000151426058_uff_E=606.15,-5.7,4.67,2.937
merged_structure_ZINC000151426058_uff_E=606.15,-5.7,6.87,3.168
merged_structure_ZINC000151426058_uff_E=606.15,-5.6,8.478,4.048
merged_structure_ZINC000151426058_uff_E=606.15,-5.5,8.478,4.399
merged_structure_ZINC001718919959_uff_E=322.32,-5.2,0.0,0.0
merged_structure_ZINC001718919959_uff_E=322.32,-5.2,5.642,3.203
merged_structure_ZINC001718919959_uff_E=322.32,-5.2,6.376,3.957
merged_structure_ZINC001718919959_uff_E=322.32,-5.0,5.576,2.378
merged_structure_ZINC001718919959_uff_E=322.32,-5.0,6.877,4.153
merged_structure_ZINC001718919959_uff_E=322.32,-5.0,5.962,3.646
merged_structure_ZINC001718919959_uff_E=322.32,-4.9,12.574,10.803
merged_structure_ZINC001718919959_uff_E=322.32,-4.9,7.1,4.82
merged_structure_ZINC001718919959_uff_E=322.32,-4.9,6.4,4.392
merged_structure_ZINC001718919960_uff_E=339.18,-5.5,0.0,0.0
merged_structure_ZINC001718919960_uff_E=339.18,-5.4,3.161,2.023
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,2.8,1.692
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,3.068,2.112
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,4.149,2.416
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,13.918,12.102
merged_structure_ZINC001718919960_uff_E=339.18,-5.1,14.142,11.877
merged_structure_ZINC001718919960_uff_E=339.18,-5.1,2.759,1.805
merged_structure_ZINC001718919960_uff_E=339.18,-5.0,8.626,2.704
merged_structure_ZINC000151426130_uff_E=262.39,-5.9,0.0,0.0
merged_structure_ZINC000151426130_uff_E=262.39,-5.6,4.921,2.259
merged_structure_ZINC000151426130_uff_E=262.39,-5.3,5.232,2.337
merged_structure_ZINC000151426130_uff_E=262.39,-5.3,15.403,13.467
merged_structure_ZINC000151426130_uff_E=262.39,-5.2,4.806,1.965
merged_structure_ZINC000151426130_uff_E=262.39,-5.2,4.971,2.359
merged_structure_ZINC000151426130_uff_E=262.39,-5.1,4.741,1.998
merged_structure_ZINC000151426130_uff_E=262.39,-5.1,4.864,2.353
merged_structure_ZINC000151426130_uff_E=262.39,-5.1,4.923,2.656
merged_structure_ZINC000151426138_uff_E=583.65,-7.6,0.0,0.0
merged_structure_ZINC000151426138_uff_E=583.65,-7.1,3.521,2.448
merged_structure_ZINC000151426138_uff_E=583.65,-7.0,3.001,1.982
merged_structure_ZINC000151426138_uff_E=583.65,-7.0,8.489,3.255
merged_structure_ZINC000151426138_uff_E=583.65,-6.9,8.387,3.224
merged_structure_ZINC000151426138_uff_E=583.65,-6.7,8.164,5.822
merged_structure_ZINC000151426138_uff_E=583.65,-6.6,10.224,5.757
merged_structure_ZINC000151426138_uff_E=583.65,-6.6,9.847,5.267
merged_structure_ZINC000151426138_uff_E=583.65,-6.6,10.733,5.54
merged_structure_ZINC000151426172_uff_E=191.20,-5.7,0.0,0.0
merged_structure_ZINC000151426172_uff_E=191.20,-5.5,2.736,1.947
merged_structure_ZINC000151426172_uff_E=191.20,-5.5,5.76,3.292
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,6.041,2.9
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,2.203,1.772
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,9.34,4.318
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,2.927,2.15
merged_structure_ZINC000151426172_uff_E=191.20,-5.3,1.682,1.221
merged_structure_ZINC000151426172_uff_E=191.20,-5.3,4.948,3.024
merged_structure_ZINC001718919961_uff_E=341.57,-5.2,0.0,0.0
merged_structure_ZINC001718919961_uff_E=341.57,-5.1,5.667,3.068
merged_structure_ZINC001718919961_uff_E=341.57,-5.1,2.14,1.488
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,3.855,2.276
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,7.417,2.228
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,4.265,2.658
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,4.055,2.252
merged_structure_ZINC001718919961_uff_E=341.57,-4.9,4.477,2.245
merged_structure_ZINC001718919961_uff_E=341.57,-4.9,3.772,2.673
merged_structure_ZINC000151426193_uff_E=307.62,-5.6,0.0,0.0
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,14.456,13.315
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,14.521,12.919
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,16.028,14.382
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,14.364,12.899
merged_structure_ZINC000151426193_uff_E=307.62,-5.4,14.054,12.781
merged_structure_ZINC000151426193_uff_E=307.62,-5.4,15.547,13.97
merged_structure_ZINC000151426193_uff_E=307.62,-5.4,4.027,2.204
merged_structure_ZINC000151426193_uff_E=307.62,-5.3,14.507,13.097
merged_structure_ZINC000151426219_uff_E=548.83,-7.3,0.0,0.0
merged_structure_ZINC000151426219_uff_E=548.83,-7.3,7.617,3.185
merged_structure_ZINC000151426219_uff_E=548.83,-7.2,7.689,2.934
merged_structure_ZINC000151426219_uff_E=548.83,-7.1,5.399,3.437
merged_structure_ZINC000151426219_uff_E=548.83,-7.1,4.015,2.761
merged_structure_ZINC000151426219_uff_E=548.83,-6.9,7.617,3.509
merged_structure_ZINC000151426219_uff_E=548.83,-6.8,7.581,2.906
merged_structure_ZINC000151426219_uff_E=548.83,-6.5,14.98,12.804
merged_structure_ZINC000151426219_uff_E=548.83,-6.5,7.535,3.083
merged_structure_ZINC000151426227_uff_E=404.53,-6.1,0.0,0.0
merged_structure_ZINC000151426227_uff_E=404.53,-6.1,3.514,2.68
merged_structure_ZINC000151426227_uff_E=404.53,-5.8,6.823,2.985
merged_structure_ZINC000151426227_uff_E=404.53,-5.7,6.786,3.282
merged_structure_ZINC000151426227_uff_E=404.53,-5.7,4.659,2.943
merged_structure_ZINC000151426227_uff_E=404.53,-5.6,3.74,2.399
merged_structure_ZINC000151426227_uff_E=404.53,-5.6,4.297,2.645
merged_structure_ZINC000151426227_uff_E=404.53,-5.5,7.278,3.379
merged_structure_ZINC000151426227_uff_E=404.53,-5.5,8.307,4.094
merged_structure_ZINC000151426230_uff_E=223.16,-6.4,0.0,0.0
merged_structure_ZINC000151426230_uff_E=223.16,-6.3,3.821,2.125
merged_structure_ZINC000151426230_uff_E=223.16,-6.3,7.436,2.624
merged_structure_ZINC000151426230_uff_E=223.16,-6.3,8.282,2.173
merged_structure_ZINC000151426230_uff_E=223.16,-6.2,7.783,2.804
merged_structure_ZINC000151426230_uff_E=223.16,-6.1,4.398,3.326
merged_structure_ZINC000151426230_uff_E=223.16,-6.0,6.142,3.811
merged_structure_ZINC000151426230_uff_E=223.16,-6.0,7.304,4.362
merged_structure_ZINC000151426230_uff_E=223.16,-6.0,2.989,2.066
merged_structure_ZINC000151426241_uff_E=218.22,-6.0,0.0,0.0
merged_structure_ZINC000151426241_uff_E=218.22,-5.9,7.548,2.629
merged_structure_ZINC000151426241_uff_E=218.22,-5.9,7.764,2.599
merged_structure_ZINC000151426241_uff_E=218.22,-5.6,12.082,7.963
merged_structure_ZINC000151426241_uff_E=218.22,-5.6,7.748,2.676
merged_structure_ZINC000151426241_uff_E=218.22,-5.6,9.534,4.987
merged_structure_ZINC000151426241_uff_E=218.22,-5.5,13.793,9.931
merged_structure_ZINC000151426241_uff_E=218.22,-5.5,14.669,12.556
merged_structure_ZINC000151426241_uff_E=218.22,-5.5,12.118,7.653
merged_structure_ZINC000151426242_uff_E=1881.39,-6.3,0.0,0.0
merged_structure_ZINC000151426242_uff_E=1881.39,-6.3,7.723,3.435
merged_structure_ZINC000151426242_uff_E=1881.39,-6.2,5.435,3.986
merged_structure_ZINC000151426242_uff_E=1881.39,-6.1,6.664,3.594
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,13.1,11.63
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,4.174,3.131
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,7.095,3.02
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,7.565,4.342
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,5.819,4.532
merged_structure_ZINC000151426243_uff_E=379.35,-6.3,0.0,0.0
merged_structure_ZINC000151426243_uff_E=379.35,-6.3,6.364,4.406
merged_structure_ZINC000151426243_uff_E=379.35,-6.2,5.544,3.833
merged_structure_ZINC000151426243_uff_E=379.35,-6.2,8.99,4.503
merged_structure_ZINC000151426243_uff_E=379.35,-6.1,4.032,2.278
merged_structure_ZINC000151426243_uff_E=379.35,-6.1,6.466,4.536
merged_structure_ZINC000151426243_uff_E=379.35,-6.0,1.956,1.62
merged_structure_ZINC000151426243_uff_E=379.35,-6.0,3.959,2.382
merged_structure_ZINC000151426243_uff_E=379.35,-6.0,5.302,3.569
merged_structure_ZINC000151426297_uff_E=613.15,-6.4,0.0,0.0
merged_structure_ZINC000151426297_uff_E=613.15,-6.3,2.929,1.85
merged_structure_ZINC000151426297_uff_E=613.15,-6.2,3.27,2.291
merged_structure_ZINC000151426297_uff_E=613.15,-6.1,15.555,13.558
merged_structure_ZINC000151426297_uff_E=613.15,-6.1,3.997,2.689
merged_structure_ZINC000151426297_uff_E=613.15,-6.0,9.17,4.821
merged_structure_ZINC000151426297_uff_E=613.15,-6.0,15.895,13.25
merged_structure_ZINC000151426297_uff_E=613.15,-6.0,3.192,2.038
merged_structure_ZINC000151426297_uff_E=613.15,-5.9,12.459,8.942
merged_structure_ZINC000151426306_uff_E=384.10,-5.9,0.0,0.0
merged_structure_ZINC000151426306_uff_E=384.10,-5.8,2.401,2.018
merged_structure_ZINC000151426306_uff_E=384.10,-5.7,7.583,3.228
merged_structure_ZINC000151426306_uff_E=384.10,-5.7,7.47,2.22
merged_structure_ZINC000151426306_uff_E=384.10,-5.6,8.348,2.335
merged_structure_ZINC000151426306_uff_E=384.10,-5.6,7.659,1.901
merged_structure_ZINC000151426306_uff_E=384.10,-5.5,8.168,3.523
merged_structure_ZINC000151426306_uff_E=384.10,-5.5,7.464,3.019
merged_structure_ZINC000151426306_uff_E=384.10,-5.4,7.486,2.629
merged_structure_ZINC000151426317_uff_E=1928.08,-6.3,0.0,0.0
merged_structure_ZINC000151426317_uff_E=1928.08,-6.3,8.046,4.118
merged_structure_ZINC000151426317_uff_E=1928.08,-6.2,8.231,3.615
merged_structure_ZINC000151426317_uff_E=1928.08,-6.1,4.513,3.241
